time_ms	encoder	transmitted_g	preload_g	percent_cycle
85352	291922	150.99	185.23	77.85
85355	291969	150.44	184.86	77.86
85358	292017	148.37	182.81	77.87
85361	292066	150.48	182.31	77.88
85364	292114	153.19	185.94	77.90
85368	292163	152.62	188.61	77.91
85371	292212	150.72	187.74	77.92
85374	292260	149.00	186.13	77.94
85377	292308	154.18	187.32	77.95
85380	292355	154.38	185.77	77.96
85383	292400	151.24	186.23	77.97
85386	292446	148.24	188.37	77.99
85389	292493	148.56	189.93	78.00
85392	292539	149.90	189.46	78.01
85396	292585	150.88	188.38	78.02
85399	292632	150.69	186.59	78.04
85402	292677	150.65	182.72	78.05
85405	292722	147.93	183.93	78.06
85408	292768	145.72	187.98	78.07
85411	292812	144.44	189.24	78.08
85415	292863	145.15	189.71	78.10
85418	292908	146.10	189.77	78.11
85421	292951	148.16	191.56	78.12
85424	292994	149.07	192.30	78.13
85427	293039	149.35	192.04	78.14
85430	293084	147.92	193.43	78.16
85434	293128	150.68	192.93	78.17
85437	293174	149.96	191.88	78.18
85440	293218	148.45	192.38	78.19
85443	293262	147.76	190.34	78.20
85446	293306	147.13	190.04	78.21
85449	293351	144.46	191.92	78.23
85452	293394	141.96	190.80	78.24
85455	293439	144.61	186.08	78.25
85459	293483	145.13	184.98	78.26
85462	293527	146.04	190.61	78.27
85465	293570	146.36	192.95	78.29
85468	293615	144.48	191.45	78.30
85471	293660	142.06	194.24	78.31
85474	293705	143.38	195.18	78.32
85477	293751	145.28	191.24	78.33
85480	293796	146.62	190.30	78.35
85483	293840	143.45	190.67	78.36
85487	293885	142.74	191.12	78.37
85490	293930	139.95	189.69	78.38
85493	293975	140.60	192.87	78.39
85496	294022	143.74	194.35	78.41
85500	294076	141.87	193.01	78.42
85503	294123	140.22	193.04	78.43
85506	294172	142.13	191.85	78.45
85509	294221	144.12	192.53	78.46
85512	294268	147.20	190.83	78.47
85515	294316	141.61	190.51	78.48
85518	294363	139.06	192.76	78.50
85521	294409	139.95	193.73	78.51
85525	294456	141.30	194.54	78.52
85528	294503	140.71	193.42	78.53
85531	294549	140.93	192.74	78.55
85534	294596	138.35	196.00	78.56
85537	294643	135.58	196.65	78.57
85540	294687	136.85	196.26	78.58
85543	294733	137.94	196.49	78.60
85546	294778	136.54	194.69	78.61
85549	294822	136.10	193.23	78.62
85553	294866	134.94	193.62	78.63
85556	294911	136.22	193.28	78.64
85559	294953	139.07	194.20	78.65
85562	294995	138.09	195.12	78.67
85565	295039	134.07	195.40	78.68
85568	295084	132.19	197.72	78.69
85571	295127	133.64	195.60	78.70
85574	295173	132.90	195.61	78.71
85578	295218	132.25	196.19	78.72
85581	295262	135.25	195.09	78.74
85584	295313	133.22	195.90	78.75
85587	295358	131.51	195.07	78.76
85591	295402	132.56	197.77	78.77
85594	295447	137.28	197.07	78.79
85597	295492	137.46	196.59	78.80
85600	295535	132.75	197.94	78.81
85603	295580	129.67	194.46	78.82
85606	295626	129.83	194.94	78.83
85609	295672	130.34	194.51	78.85
85612	295718	130.33	193.12	78.86
85616	295764	129.26	192.40	78.87
85619	295809	128.25	195.89	78.88
85622	295853	129.96	197.55	78.89
85625	295898	127.52	197.98	78.91
85628	295943	129.01	197.48	78.92
85631	295986	130.80	195.74	78.93
85634	296031	128.51	193.11	78.94
85637	296077	127.71	194.45	78.95
85640	296121	127.22	194.69	78.97
85644	296167	131.01	191.96	78.98
85647	296213	128.05	195.46	78.99
85650	296258	126.20	196.01	79.00
85653	296303	128.68	195.59	79.01
85656	296349	127.40	196.91	79.03
85659	296392	127.70	195.39	79.04
85662	296436	126.40	195.76	79.05
85665	296482	126.06	194.53	79.06
85669	296532	125.31	195.29	79.08
85672	296577	123.59	196.04	79.09
85675	296622	123.25	198.05	79.10
85678	296666	128.01	197.35	79.11
85682	296710	126.65	198.27	79.12
85685	296754	123.24	197.30	79.13
85688	296798	123.96	196.12	79.15
85691	296841	124.40	196.79	79.16
85694	296886	126.22	193.96	79.17
85697	296929	127.12	192.95	79.18
85700	296970	124.91	194.61	79.19
85703	297012	121.50	195.53	79.20
85706	297057	119.14	196.61	79.22
85710	297100	123.41	197.52	79.23
85713	297144	123.75	197.49	79.24
85716	297188	122.10	197.01	79.25
85719	297231	117.38	195.47	79.26
85722	297274	111.53	194.13	79.27
85725	297317	114.93	194.21	79.28
85728	297360	119.13	197.44	79.30
85731	297402	120.18	194.25	79.31
85735	297445	115.71	195.19	79.32
85738	297489	112.21	194.83	79.33
85741	297532	113.74	193.89	79.34
85744	297575	116.96	195.41	79.35
85747	297621	118.76	194.82	79.37
85750	297666	117.32	191.46	79.38
85753	297717	-0.01	191.51	79.39
85757	297761	115.75	194.67	79.40
85760	297806	117.90	196.42	79.41
85763	297851	115.94	197.12	79.43
85766	297897	114.41	195.24	79.44
85769	297943	113.32	195.25	79.45
85772	297989	111.79	195.66	79.46
85776	298036	115.75	197.45	79.48
85779	298083	116.92	196.82	79.49
85782	298130	114.83	197.32	79.50
85785	298179	111.98	199.94	79.51
85788	298227	109.11	198.02	79.53
85791	298275	109.03	199.03	79.54
85794	298323	111.80	199.40	79.55
85797	298371	112.98	195.71	79.57
85801	298417	112.80	194.94	79.58
85804	298465	112.58	196.39	79.59
85807	298514	109.31	195.41	79.60
85810	298561	109.66	197.26	79.62
85813	298609	113.30	195.58	79.63
85816	298657	112.94	195.55	79.64
85819	298704	111.70	194.94	79.65
85823	298757	108.70	199.37	79.67
85826	298804	107.95	199.36	79.68
85829	298850	111.23	194.35	79.69
85832	298897	114.59	194.58	79.71
85835	298942	111.11	195.79	79.72
85838	298986	110.15	196.69	79.73
85842	299032	109.86	195.20	79.74
85845	299078	110.56	197.00	79.75
85848	299124	109.26	195.91	79.77
85851	299170	107.68	196.91	79.78
85854	299216	103.18	197.64	79.79
85857	299260	103.67	199.00	79.80
85860	299305	104.53	196.62	79.81
85863	299351	108.86	196.05	79.83
85867	299395	108.16	198.28	79.84
85870	299440	104.71	200.05	79.85
85873	299485	106.29	199.30	79.86
85876	299529	109.69	196.83	79.87
85879	299574	107.17	196.59	79.89
85882	299621	106.35	195.61	79.90
85885	299667	107.12	197.08	79.91
85888	299713	105.60	198.14	79.92
85892	299760	103.72	200.43	79.94
85895	299805	104.67	198.89	79.95
85898	299851	105.47	199.12	79.96
85901	299897	102.72	201.02	79.97
85904	299943	100.73	201.05	79.98
85908	299994	102.07	199.16	80.00
85911	300041	105.38	197.46	80.01
85914	300088	106.06	198.54	80.02
85917	300135	104.88	200.23	80.04
85920	300183	99.42	201.60	80.05
85923	300231	100.63	202.21	80.06
85926	300278	104.33	199.24	80.07
85929	300326	102.43	196.86	80.09
85933	300372	100.52	196.71	80.10
85936	300417	99.97	199.54	80.11
85939	300464	97.51	202.55	80.12
85942	300510	96.98	201.85	80.14
85945	300556	100.79	200.45	80.15
85948	300602	98.64	200.83	80.16
85951	300648	100.60	201.49	80.17
85954	300693	100.24	202.21	80.18
85958	300738	100.91	200.02	80.20
85961	300783	100.13	195.77	80.21
85964	300827	96.78	196.38	80.22
85967	300871	93.88	200.68	80.23
85970	300915	94.89	202.09	80.24
85973	300957	96.67	202.61	80.26
85976	300999	99.13	197.58	80.27
85979	301044	97.91	198.41	80.28
85983	301088	97.78	199.64	80.29
85986	301132	95.03	200.03	80.30
85989	301178	93.87	200.91	80.31
85992	301223	96.44	199.57	80.33
85995	301274	97.40	197.62	80.34
85999	301319	97.33	198.57	80.35
86002	301365	91.90	203.37	80.36
86005	301409	89.19	203.52	80.38
86008	301454	93.25	204.59	80.39
86011	301499	97.45	201.54	80.40
86014	301543	96.88	203.57	80.41
86017	301588	94.01	203.94	80.42
86020	301636	92.17	201.06	80.44
86024	301682	93.97	201.01	80.45
86027	301730	95.14	197.60	80.46
86030	301777	95.50	199.81	80.47
86033	301823	96.91	202.13	80.49
86036	301870	91.42	201.54	80.50
86039	301917	90.85	201.07	80.51
86042	301963	93.37	202.61	80.52
86045	302010	95.16	201.80	80.54
86049	302058	93.18	201.21	80.55
86052	302106	90.70	202.40	80.56
86055	302155	86.62	203.74	80.57
86058	302205	84.31	203.68	80.59
86061	302254	92.12	203.10	80.60
86064	302303	93.65	201.62	80.61
86067	302351	91.85	201.17	80.63
86070	302398	86.26	203.62	80.64
86074	302446	87.82	205.51	80.65
86077	302495	88.13	203.59	80.67
86080	302549	87.22	202.10	80.68
86083	302597	86.09	202.06	80.69
86086	302646	83.05	205.31	80.71
86090	302692	84.78	205.57	80.72
86093	302739	83.90	203.34	80.73
86096	302786	86.74	202.69	80.74
86099	302831	87.62	200.94	80.75
86102	302877	86.18	199.60	80.77
86105	302922	85.36	204.70	80.78
86108	302965	83.64	202.78	80.79
86111	303008	87.27	202.23	80.80
86115	303054	87.21	201.44	80.81
86118	303099	85.48	205.00	80.83
86121	303143	81.88	203.37	80.84
86124	303189	82.95	203.50	80.85
86127	303235	87.07	203.57	80.86
86130	303279	86.35	204.09	80.87
86133	303326	82.48	205.15	80.89
86136	303371	82.43	202.37	80.90
86140	303416	81.05	202.40	80.91
86143	303463	78.49	200.83	80.92
86146	303508	81.05	204.68	80.94
86149	303553	82.35	206.18	80.95
86152	303601	81.80	204.04	80.96
86155	303649	84.05	207.65	80.97
86158	303696	84.12	206.61	80.99
86161	303744	84.71	207.05	81.00
86165	303798	84.45	206.55	81.01
86168	303843	79.44	206.34	81.02
86171	303890	77.27	207.66	81.04
86174	303937	82.53	203.72	81.05
86177	303983	80.92	204.97	81.06
86181	304030	80.37	203.74	81.07
86184	304078	81.49	203.71	81.09
86187	304125	77.78	205.45	81.10
86190	304173	78.89	203.66	81.11
86193	304220	78.65	205.25	81.13
86196	304267	77.56	209.14	81.14
86199	304314	76.79	207.45	81.15
86202	304360	75.96	206.19	81.16
86206	304405	73.90	206.38	81.17
86209	304451	76.65	206.08	81.19
86212	304499	77.61	207.94	81.20
86215	304545	77.07	205.81	81.21
86218	304591	78.17	204.80	81.22
86221	304638	74.12	204.46	81.24
86224	304683	71.55	207.65	81.25
86227	304729	76.50	205.95	81.26
86231	304774	78.47	204.10	81.27
86234	304819	75.16	203.99	81.29
86237	304864	72.12	203.81	81.30
86240	304909	72.62	205.50	81.31
86243	304952	72.99	206.98	81.32
86246	304995	73.39	206.77	81.33
86250	305046	71.76	206.11	81.35
86253	305091	69.47	206.88	81.36
86256	305135	71.85	208.42	81.37
86259	305181	71.46	206.93	81.38
86262	305226	71.95	206.42	81.39
86265	305269	72.56	206.41	81.41
86268	305314	69.19	204.78	81.42
86272	305359	64.80	203.60	81.43
86275	305402	65.21	204.34	81.44
86278	305447	68.83	206.88	81.45
86281	305492	68.38	206.69	81.46
86284	305537	69.57	205.44	81.48
86287	305582	65.64	206.51	81.49
86290	305629	63.37	205.15	81.50
86293	305676	68.36	203.78	81.51
86297	305722	71.73	204.59	81.53
86300	305770	69.83	203.41	81.54
86303	305816	67.37	203.89	81.55
86306	305863	64.77	204.54	81.56
86309	305911	64.49	206.81	81.58
86312	305958	67.80	207.27	81.59
86315	306006	67.77	208.04	81.60
86318	306055	64.75	209.96	81.61
86322	306103	61.58	210.72	81.63
86325	306152	61.90	207.11	81.64
86328	306202	64.53	211.56	81.65
86331	306250	67.80	211.53	81.67
86334	306305	64.61	208.55	81.68
86338	306354	61.61	210.11	81.69
86341	306400	59.90	208.97	81.71
86344	306447	60.89	209.56	81.72
86347	306494	64.84	208.99	81.73
86350	306540	64.62	208.16	81.74
86353	306586	62.37	209.23	81.76
86356	306632	63.57	208.84	81.77
86359	306676	63.04	206.30	81.78
86363	306721	62.67	206.42	81.79
86366	306766	64.30	206.32	81.80
86369	306809	57.38	206.03	81.82
86372	306852	58.28	207.81	81.83
86375	306896	59.64	209.11	81.84
86378	306939	62.77	208.57	81.85
86381	306980	63.28	206.78	81.86
86384	307024	59.16	205.88	81.87
86388	307069	56.92	207.22	81.89
86391	307113	55.01	208.10	81.90
86394	307158	57.07	207.16	81.91
86397	307203	59.42	206.24	81.92
86400	307247	58.19	209.00	81.93
86403	307290	54.03	210.12	81.94
86406	307334	52.92	208.22	81.96
86409	307377	55.69	208.88	81.97
86413	307419	58.34	209.02	81.98
86416	307463	57.39	207.57	81.99
86419	307505	56.55	205.07	82.00
86422	307552	54.63	207.77	82.01
86425	307597	54.70	209.67	82.03
86429	307641	56.58	208.94	82.04
86432	307685	57.88	207.07	82.05
86435	307730	56.42	205.57	82.06
86438	307775	53.44	203.61	82.07
86441	307818	53.86	203.15	82.08
86444	307861	57.71	207.62	82.10
86447	307906	56.44	208.43	82.11
86450	307949	55.93	207.78	82.12
86454	307993	51.98	206.68	82.13
86457	308039	49.89	207.98	82.14
86460	308084	50.48	208.21	82.16
86463	308130	52.13	207.34	82.17
86466	308177	55.38	208.41	82.18
86469	308224	56.36	207.71	82.19
86472	308271	54.98	206.17	82.21
86475	308318	54.83	203.16	82.22
86479	308364	54.09	204.33	82.23
86482	308409	53.98	204.43	82.24
86485	308454	51.41	205.70	82.25
86488	308501	49.58	207.27	82.27
86491	308546	50.90	206.01	82.28
86494	308592	53.31	206.71	82.29
86497	308639	53.61	208.10	82.30
86500	308684	53.48	205.98	82.32
86504	308729	52.76	205.86	82.33
86507	308780	47.98	208.93	82.34
86512	308845	50.02	206.41	82.36
86514	308884	49.43	205.38	82.37
86518	308934	50.61	210.37	82.38
86521	308970	47.57	212.84	82.39
86524	309020	48.43	210.61	82.41
86527	309059	49.31	207.85	82.42
86530	309110	48.80	207.48	82.43
86533	309149	50.20	211.29	82.44
86537	309201	46.58	207.77	82.45
86539	309240	45.78	206.09	82.46
86543	309291	50.73	209.48	82.48
86546	309332	52.15	212.17	82.49
86549	309384	51.15	210.12	82.50
86552	309424	48.75	210.06	82.51
86555	309477	48.65	211.12	82.53
86558	309518	48.67	209.11	82.54
86562	309570	47.70	208.50	82.55
86564	309612	51.86	208.34	82.56
86568	309667	51.48	206.70	82.58
86571	309709	50.37	207.45	82.59
86574	309764	49.92	208.01	82.60
86577	309806	50.84	206.29	82.61
86580	309859	50.29	206.73	82.63
86583	309901	47.23	209.02	82.64
86587	309955	44.75	208.57	82.65
86589	309996	45.28	209.53	82.67
86593	310045	53.07	210.45	82.68
86596	310093	49.10	210.26	82.69
86599	310141	44.07	207.04	82.70
86602	310191	45.72	207.63	82.72
86605	310239	42.33	207.52	82.73
86608	310288	40.99	210.53	82.74
86611	310336	45.83	208.74	82.76
86614	310382	48.60	207.74	82.77
86618	310429	44.50	209.54	82.78
86621	310477	43.00	209.58	82.79
86624	310524	44.75	209.41	82.81
86627	310571	45.14	207.69	82.82
86630	310618	45.36	207.50	82.83
86633	310665	44.39	206.82	82.84
86636	310711	44.25	206.44	82.86
86640	310769	40.84	209.95	82.87
86643	310809	44.98	209.30	82.88
86646	310859	45.12	206.82	82.90
86649	310899	44.40	207.24	82.91
86653	310949	41.90	205.49	82.92
86655	310986	41.27	208.28	82.93
86659	311037	41.01	210.26	82.94
86662	311076	42.59	207.68	82.95
86665	311126	43.58	208.09	82.97
86668	311165	42.37	207.64	82.98
86671	311215	38.75	206.63	82.99
86674	311253	40.12	205.30	83.00
86677	311297	40.57	207.83	83.01
86680	311341	37.90	208.26	83.02
86684	311384	34.60	204.30	83.04
86687	311427	35.33	209.01	83.05
86690	311472	39.14	212.57	83.06
86693	311515	39.61	208.97	83.07
86696	311558	38.48	206.58	83.08
86699	311604	36.06	206.21	83.09
86702	311651	35.90	209.73	83.11
86705	311696	36.60	213.98	83.12
86709	311743	40.95	211.84	83.13
86712	311789	39.11	208.70	83.14
86715	311834	36.98	208.25	83.16
86718	311880	33.88	208.74	83.17
86721	311927	34.43	210.67	83.18
86724	311972	32.55	208.19	83.19
86727	312019	34.74	208.18	83.21
86730	312067	36.56	209.68	83.22
86734	312114	36.63	207.73	83.23
86737	312163	35.25	207.95	83.24
86740	312212	35.03	208.84	83.26
86743	312259	35.27	210.01	83.27
86746	312307	35.88	208.82	83.28
86749	312355	34.44	210.52	83.29
86752	312400	33.47	208.31	83.31
86755	312447	32.45	207.81	83.32
86759	312500	29.53	209.27	83.33
86762	312547	31.04	211.21	83.35
86765	312593	30.71	209.95	83.36
86768	312640	27.90	206.39	83.37
86771	312686	28.45	206.51	83.38
86775	312732	29.35	208.14	83.40
86778	312778	33.29	208.05	83.41
86781	312823	32.07	208.06	83.42
86784	312868	26.02	206.85	83.43
86787	312913	25.99	209.03	83.44
86790	312957	29.26	211.18	83.46
86793	313000	31.14	211.34	83.47
86796	313046	31.17	211.38	83.48
86800	313092	33.36	209.96	83.49
86803	313138	28.97	207.25	83.50
86806	313186	25.54	207.84	83.52
86809	313232	29.34	210.02	83.53
86812	313278	31.35	209.61	83.54
86815	313325	31.23	207.62	83.55
86818	313371	30.66	207.70	83.57
86821	313416	32.50	208.80	83.58
86825	313463	33.09	211.59	83.59
86828	313509	31.63	212.53	83.60
86831	313554	31.74	210.37	83.61
86834	313601	28.76	209.98	83.63
86837	313649	26.80	209.85	83.64
86841	313702	26.58	210.69	83.65
86844	313750	26.93	210.77	83.67
86847	313797	30.76	209.60	83.68
86850	313843	29.58	207.84	83.69
86853	313890	22.06	206.83	83.70
86856	313938	22.73	209.72	83.72
86859	313984	27.17	210.89	83.73
86862	314033	31.49	208.75	83.74
86866	314081	32.13	209.44	83.75
86869	314129	28.44	209.61	83.77
86872	314179	26.40	210.91	83.78
86875	314228	27.49	208.55	83.79
86878	314276	28.83	205.98	83.81
86881	314325	28.50	208.19	83.82
86884	314372	27.77	210.47	83.83
86887	314419	28.63	209.97	83.85
86891	314466	27.68	208.09	83.86
86894	314514	28.98	208.24	83.87
86897	314561	29.20	207.25	83.88
86900	314608	28.34	208.64	83.90
86903	314656	24.16	211.97	83.91
86906	314702	23.59	210.92	83.92
86909	314750	26.11	209.53	83.93
86912	314796	26.88	209.57	83.95
86916	314842	24.59	209.40	83.96
86919	314888	24.56	209.05	83.97
86922	314932	23.66	207.98	83.98
86925	314981	23.69	210.06	83.99
86928	315026	28.53	211.20	84.01
86932	315072	27.86	209.34	84.02
86935	315117	26.34	211.33	84.03
86938	315163	24.44	211.81	84.04
86941	315209	24.80	210.62	84.06
86944	315254	27.26	208.63	84.07
86947	315299	25.88	209.45	84.08
86950	315344	26.18	210.48	84.09
86953	315388	24.55	209.05	84.10
86957	315433	26.49	210.74	84.12
86960	315478	25.77	206.82	84.13
86963	315523	25.54	204.39	84.14
86966	315567	25.23	207.18	84.15
86969	315614	20.20	208.04	84.16
86972	315660	21.52	208.13	84.18
86975	315706	24.23	208.08	84.19
86978	315753	23.35	208.53	84.20
86982	315798	23.32	209.50	84.21
86985	315843	23.91	207.87	84.22
86988	315890	21.63	206.84	84.24
86991	315936	21.08	209.56	84.25
86994	315981	22.30	208.15	84.26
86997	316029	25.26	207.58	84.27
87000	316076	25.16	205.86	84.29
87003	316123	20.84	208.49	84.30
87007	316172	21.70	208.88	84.31
87009	316215	24.67	211.04	84.32
87012	316263	24.44	211.05	84.34
87015	316312	20.46	207.29	84.35
87019	316360	19.39	206.08	84.36
87022	316406	21.75	206.01	84.37
87025	316454	23.25	206.33	84.39
87028	316502	25.44	207.11	84.40
87031	316550	23.13	208.54	84.41
87035	316610	20.48	209.62	84.43
87038	316658	20.27	205.70	84.44
87041	316704	19.53	208.42	84.45
87044	316751	20.26	208.48	84.47
87048	316797	20.79	208.42	84.48
87051	316842	19.17	206.37	84.49
87054	316888	16.58	207.42	84.50
87057	316933	17.61	206.24	84.52
87060	316977	22.12	206.71	84.53
87063	317022	20.70	208.55	84.54
87066	317068	15.59	209.78	84.55
87069	317114	14.72	208.34	84.56
87073	317160	15.27	206.07	84.58
87076	317206	15.53	205.70	84.59
87079	317250	16.73	208.29	84.60
87082	317296	16.16	208.70	84.61
87085	317342	13.86	210.29	84.62
87088	317387	16.13	209.32	84.64
87091	317431	14.19	211.68	84.65
87094	317472	16.94	209.05	84.66
87097	317517	18.72	206.76	84.67
87100	317562	16.20	204.60	84.68
87103	317609	12.76	206.80	84.70
87106	317656	13.60	210.14	84.71
87110	317704	15.73	209.49	84.72
87113	317752	15.68	207.28	84.73
87116	317800	12.80	206.22	84.75
87119	317847	11.53	205.91	84.76
87122	317895	6.50	207.54	84.77
87125	317942	10.80	208.24	84.78
87128	317989	15.69	207.29	84.80
87131	318038	11.92	204.30	84.81
87135	318086	10.52	204.18	84.82
87138	318134	11.84	204.19	84.84
87141	318183	11.56	207.49	84.85
87144	318232	15.70	207.99	84.86
87147	318279	15.21	207.54	84.87
87150	318328	12.73	208.28	84.89
87153	318374	10.31	208.49	84.90
87156	318419	10.97	208.24	84.91
87160	318465	14.28	206.89	84.92
87163	318512	13.37	207.50	84.94
87166	318557	13.22	208.09	84.95
87170	318615	10.88	207.59	84.96
87173	318660	11.73	208.11	84.98
87176	318705	13.50	207.46	84.99
87179	318745	10.98	206.49	85.00
87182	318789	8.66	206.55	85.01
87185	318833	8.76	208.82	85.02
87188	318877	12.57	208.57	85.03
87191	318921	14.76	206.22	85.05
87194	318962	15.31	205.68	85.06
87197	319005	12.64	206.98	85.07
87201	319049	8.39	207.88	85.08
87204	319093	6.66	207.69	85.09
87207	319137	6.59	208.61	85.10
87210	319182	10.90	208.54	85.12
87213	319226	10.84	208.03	85.13
87216	319269	7.91	207.47	85.14
87219	319313	7.23	205.88	85.15
87222	319357	9.50	205.10	85.16
87226	319400	13.17	204.62	85.17
87229	319443	10.21	205.89	85.18
87232	319486	7.25	206.41	85.20
87235	319528	4.71	209.93	85.21
87238	319571	3.35	208.01	85.22
87241	319615	4.94	206.51	85.23
87244	319660	9.58	204.86	85.24
87247	319704	8.72	206.43	85.25
87251	319749	3.95	209.50	85.27
87254	319794	4.13	207.98	85.28
87257	319838	4.47	206.81	85.29
87260	319883	5.67	206.01	85.30
87263	319929	6.73	206.17	85.31
87267	319979	2.34	208.14	85.33
87270	320025	1.32	206.13	85.34
87273	320073	3.18	205.92	85.35
87276	320120	5.63	206.12	85.37
87279	320168	5.23	207.54	85.38
87282	320217	1.61	209.15	85.39
87285	320265	-2.14	210.22	85.40
87288	320313	-2.07	210.43	85.42
87292	320361	1.51	209.89	85.43
87295	320407	1.63	206.52	85.44
87298	320454	0.97	206.25	85.45
87301	320502	-0.40	206.77	85.47
87304	320549	-0.48	206.22	85.48
87307	320596	-4.82	208.24	85.49
87310	320643	-0.14	209.69	85.50
87313	320689	3.48	207.30	85.52
87317	320735	0.21	205.58	85.53
87320	320781	-2.63	209.06	85.54
87323	320826	-2.61	207.53	85.55
87326	320870	-1.71	205.30	85.57
87329	320915	-0.19	209.86	85.58
87332	320957	-0.07	209.66	85.59
87335	320999	-2.34	208.29	85.60
87338	321043	-1.77	208.24	85.61
87342	321087	-1.60	209.18	85.62
87345	321131	-3.21	208.61	85.63
87348	321176	-1.97	207.05	85.65
87351	321225	-4.76	208.35	85.66
87354	321269	-6.39	205.78	85.67
87358	321314	-7.07	204.93	85.68
87361	321359	-3.22	204.63	85.70
87364	321401	-2.25	205.26	85.71
87367	321445	-2.88	204.54	85.72
87370	321490	-4.10	205.53	85.73
87373	321533	-5.31	206.36	85.74
87376	321577	-4.47	209.94	85.75
87379	321624	-3.22	208.33	85.77
87383	321670	-1.90	208.44	85.78
87386	321715	-5.94	208.54	85.79
87389	321762	-6.80	204.64	85.80
87392	321807	-7.12	205.40	85.82
87395	321851	-8.62	206.72	85.83
87398	321896	-7.43	209.64	85.84
87401	321942	-6.22	205.84	85.85
87404	321986	-8.57	207.76	85.86
87408	322033	-5.43	210.01	85.88
87411	322079	-3.61	207.38	85.89
87414	322125	-1.80	207.92	85.90
87417	322172	-3.98	208.51	85.91
87420	322220	-8.91	207.75	85.93
87423	322266	-8.16	207.29	85.94
87426	322313	-7.50	206.75	85.95
87429	322360	-4.03	206.83	85.96
87433	322405	-3.39	205.84	85.97
87436	322457	-8.41	207.33	85.99
87439	322503	-11.24	205.55	86.00
87442	322549	-10.06	204.47	86.01
87445	322594	-7.65	204.90	86.03
87449	322640	-5.42	207.18	86.04
87452	322684	-8.29	210.87	86.05
87455	322728	-8.70	210.36	86.06
87458	322773	-8.83	207.04	86.07
87461	322816	-8.74	205.58	86.08
87464	322859	-7.85	206.84	86.10
87467	322902	-8.53	206.67	86.11
87470	322943	-9.45	205.97	86.12
87474	322984	-9.65	203.89	86.13
87477	323026	-5.97	203.46	86.14
87480	323069	-6.43	207.09	86.15
87483	323111	-8.41	206.70	86.16
87486	323153	-8.59	205.91	86.17
87489	323196	-11.88	207.57	86.19
87492	323238	-11.60	206.23	86.20
87495	323280	-10.86	206.57	86.21
87499	323324	-10.17	207.16	86.22
87502	323367	-13.69	205.88	86.23
87505	323409	-15.75	205.89	86.24
87508	323454	-14.62	205.26	86.25
87511	323499	-12.78	202.30	86.27
87514	323543	-10.43	203.00	86.28
87517	323589	-9.46	205.45	86.29
87520	323637	-8.48	206.61	86.30
87524	323690	-11.21	205.01	86.32
87527	323738	-10.95	203.59	86.33
87530	323787	-9.13	202.17	86.34
87533	323834	-12.38	205.73	86.36
87536	323882	-15.83	203.70	86.37
87540	323931	-14.60	201.22	86.38
87543	323978	-12.41	201.14	86.39
87546	324027	-9.51	204.84	86.41
87549	324077	-10.54	205.45	86.42
87552	324126	-14.50	203.51	86.43
87555	324176	-13.93	203.58	86.45
87558	324226	-13.29	204.19	86.46
87561	324275	-8.49	206.67	86.47
87565	324325	-9.33	205.50	86.49
87568	324374	-12.24	204.78	86.50
87571	324421	-16.41	204.60	86.51
87574	324470	-16.42	203.87	86.53
87577	324518	-12.84	206.61	86.54
87580	324566	-14.84	205.81	86.55
87583	324615	-17.15	205.15	86.56
87586	324664	-17.06	203.70	86.58
87590	324712	-15.82	203.00	86.59
87593	324760	-15.69	203.12	86.60
87596	324807	-15.70	200.76	86.62
87599	324854	-12.00	202.17	86.63
87602	324901	-12.77	205.99	86.64
87605	324946	-13.72	208.05	86.65
87609	324995	-13.73	203.29	86.67
87612	325042	-16.00	201.43	86.68
87615	325088	-13.15	203.68	86.69
87618	325134	-14.92	203.19	86.70
87621	325181	-20.47	205.13	86.71
87624	325228	-19.90	206.74	86.73
87627	325274	-15.85	204.86	86.74
87631	325321	-17.49	204.87	86.75
87634	325368	-18.25	205.75	86.76
87637	325413	-21.02	207.85	86.78
87640	325460	-19.16	205.68	86.79
87643	325506	-19.47	203.92	86.80
87646	325551	-22.22	205.00	86.81
87649	325597	-19.94	206.34	86.83
87652	325645	-22.01	207.24	86.84
87656	325692	-24.01	207.96	86.85
87659	325740	-23.56	206.50	86.86
87662	325788	-20.28	204.98	86.88
87665	325835	-18.67	204.33	86.89
87668	325882	-19.94	202.30	86.90
87671	325930	-20.41	200.42	86.91
87674	325977	-18.72	202.19	86.93
87677	326025	-16.14	204.73	86.94
87681	326074	-17.27	205.98	86.95
87684	326122	-18.52	202.97	86.97
87687	326172	-20.48	204.10	86.98
87690	326222	-21.10	206.13	86.99
87693	326277	-22.75	202.07	87.01
87697	326327	-21.57	203.06	87.02
87700	326374	-24.47	207.42	87.03
87703	326420	-27.59	207.41	87.05
87706	326468	-24.24	206.82	87.06
87709	326515	-18.79	205.53	87.07
87712	326561	-20.48	204.60	87.08
87715	326608	-22.84	205.30	87.10
87718	326655	-25.32	204.38	87.11
87722	326700	-24.60	206.35	87.12
87725	326745	-21.38	204.94	87.13
87728	326790	-18.83	204.40	87.14
87731	326833	-19.13	204.87	87.16
87734	326877	-23.52	204.80	87.17
87737	326922	-26.09	207.78	87.18
87740	326964	-27.05	205.13	87.19
87743	327008	-24.88	203.45	87.20
87747	327054	-22.78	203.84	87.21
87750	327099	-21.69	203.63	87.23
87753	327144	-23.32	203.69	87.24
87756	327191	-23.64	203.45	87.25
87759	327237	-20.53	204.55	87.26
